WellID,LatDD,LonDD,predLR
625502,35.561112,-101.927222,0.510045738732946
641102,35.3525,-101.9916667,0.4402100705354616
641613,35.295,-101.8816667,0.5189855021459865
642901,35.2877778,-101.7513889,0.6352866825453216
650814,35.146389,-101.814445,0.6267467393445942
650902,35.146111,-101.759167,0.6307951265280626
651603,35.205278,-101.650834,0.6371530412430306
657717,35.010834,-101.978333,0.6492106492598748
658109,35.113334,-101.868333,0.7975927631337776
658702,35.027778,-101.845,0.4432289339124257
662203,35.118889,-101.311667,0.7614068390950718
663701,35.020833,-101.248056,0.5878439766481912
728401,35.544445,-102.601389,0.5662696008421099
730403,35.561667,-102.355001,0.5851738743120767
730908,35.5375,-102.288889,0.4321422249192649
738401,35.435556,-102.339445,0.7451073147658385
740502,35.446389,-102.062501,0.23635079015462832
743401,35.2944444,-102.7338889,0.6132331323190247
743605,35.291945,-102.656945,0.6857183339071131
747401,35.298889,-102.248889,0.5704559562315379
750702,35.1475,-102.865834,0.6974733500549912
752615,35.166944,-102.516112,0.7617406455537765
752902,35.127778,-102.502223,0.6986792065067013
764822,35.0297222,-102.045,0.7320454615442051
764823,35.03,-102.051945,0.6175002359101046
764824,35.035,-102.0541667,0.6100776994748525
764929,35.030833,-102.029444,0.7319395640958977
764930,35.029722,-102.033611,0.7319395640958977
864301,35.118889,-103.021111,0.7852032178495867
1001601,34.9530556,-102.9122222,0.6430054263944479
1002702,34.891945,-102.851945,0.714313624488161
1005226,34.968611,-102.442778,0.671645338503279
1006832,34.893611,-102.306945,0.7066188678765387
1013503,34.802501,-102.423333,0.6773706311247761
1013639,34.805556,-102.375278,0.7078882546561496
1014156,34.836389,-102.369722,0.7077124082856169
1014443,34.821389,-102.370555,0.7252757478924088
1015201,34.855001,-102.195278,0.6719789534948164
1015901,34.7722222,-102.1375,0.620740623872317
1016103,34.851945,-102.096389,0.6513097511133734
1016104,34.8425,-102.1213889,0.6390369813848935
1016702,34.7711111,-102.09,0.6198137079354955
1101212,34.983055,-101.950278,0.6155614071727937
1101607,34.924722,-101.881111,0.6325413374747736
1105101,34.9894444,-101.4744444,0.5756067197091165
1105302,34.999445,-101.415834,0.5829427016521549
1105304,34.987222,-101.389722,0.7411881558304336
1106803,34.9089083,-101.3260778,0.5804232087837564
1106906,34.914445,-101.284722,0.5869403519340074
1118102,34.735834,-101.865556,0.7463549794731641
1118104,34.735556,-101.865001,0.7463549794731641
1121604,34.689722,-101.380833,0.6433336868184492
1126611,34.546667,-101.768611,0.6566468161431703
1126612,34.558889,-101.776944,0.6564330519215467
1126916,34.515278,-101.762778,0.7671712456121906
1129504,34.551945,-101.440278,0.6982774222597214
1130602,34.552223,-101.256112,0.6565548146354342
1139904,34.386667,-101.135,0.5379465541343028
1140705,34.380555,-101.110278,0.5405032530056594
1155210,34.212501,-101.180555,0.7877659420362241
1156507,34.178889,-101.082222,0.7931700680469373
1156703,34.150278,-101.117222,0.6938650910066545
1164503,34.059167,-101.060556,0.7427272455939344
1164802,34.028333,-101.062778,0.6878089655739712
1164901,34.040278,-101.031111,0.35656462478750706
2201301,33.975,-100.905556,0.3612020110423053
2209401,33.816944,-100.961389,0.8817346057452459
2209701,33.778055,-100.963612,0.8813762835343327
2209801,33.767778,-100.921667,0.7059697696907821
2308203,33.995556,-101.046945,0.6715667328982583
2308303,33.962223,-101.036667,0.6719799233035273
2315603,33.823055,-101.127778,0.6934307923596084
2316802,33.78,-101.065834,0.7003801659001868
2323501,33.681389,-101.171111,0.5352004766496027
2323802,33.666112,-101.200278,0.8660600271659663
2331301,33.598611,-101.155278,0.5351454389603167
2331501,33.564723,-101.208334,0.7129019163425129
2339503,33.4425,-101.203612,0.6853142859123738
2345801,33.279444,-101.419722,0.621048029688188
2353202,33.238334,-101.445278,0.7093411400185048
2353203,33.238334,-101.449722,0.7077556384948355
2354707,33.155001,-101.349445,0.5909074693484212
2363501,33.042222,-101.17,0.6248798246998588
2364201,33.091389,-101.059723,0.3863625233258647
2421805,33.646667,-102.449722,0.6836859461403353
2701617,32.927778,-102.905278,0.7862211836639605
2706611,32.936945,-102.258334,0.6988537198228815
2706612,32.938889,-102.259723,0.6990603017601094
2707302,32.959445,-102.156667,0.7435513617217256
2707604,32.945556,-102.151667,0.7594872919691098
2711506,32.814445,-102.669722,0.6408871652804272
2734201,32.480278,-102.831389,0.526004635110447
2750201,32.2191667,-102.8313889,0.5121540124868088
2751602,32.206667,-102.639445,0.5168797587925705
2752103,32.228889,-102.612501,0.6299162475592693
2752703,32.160556,-102.602223,0.5155951885941337
2753806,32.146111,-102.439445,0.6664013269377488
2755103,32.213056,-102.218611,0.6401759598517336
2755105,32.245278,-102.216389,0.5296732564232449
2755401,32.204445,-102.235278,0.6819899995319888
2819201,32.716389,-101.678055,0.5340887740246
2819402,32.684445,-101.738889,0.7049284366948189
2819403,32.686667,-101.748889,0.6281419840622353
2819407,32.691945,-101.741389,0.6865708786689557
2819504,32.704445,-101.669167,0.6095652421788701
2819505,32.704445,-101.674167,0.6089486610822418
2819604,32.698889,-101.659445,0.60979221397248
2827601,32.576667,-101.660556,0.6394345191540598
2828805,32.514167,-101.565278,0.6924692052300617
2830907,32.516667,-101.255278,0.6696362634915267
2832304,32.593889,-101.001945,0.41769943104925
2838103,32.498056,-101.353056,0.7472334205154089
2838601,32.4175,-101.278611,0.461853055937285
2839101,32.466667,-101.229444,0.6990223080502257
2839109,32.459723,-101.2375,0.6981341721629784
2846801,32.276667,-101.309445,0.7500313096822323
2846802,32.276389,-101.309445,0.7500313096822323
2864501,32.046945,-101.080555,0.35673484680380635
2901601,32.938889,-100.898056,0.6598965503869635
2909302,32.8583333,-100.8986111,0.7013067787131224
2909813,32.7508333,-100.9188889,0.3359961000005125
2910602,32.793889,-100.778333,0.4275804680337679
2910902,32.79,-100.785834,0.4268515497255606
2917308,32.7172222,-100.9136111,0.42031142868783256
2917309,32.7175,-100.895,0.4205874331154594
2917704,32.641667,-100.974167,0.33466205110675723
2917706,32.6425,-100.971389,0.33466205110675723
2918401,32.685834,-100.845556,0.4225557930513986
2919204,32.730278,-100.690834,0.4361544101842559
2919205,32.728889,-100.693056,0.43601201014321006
2920701,32.655556,-100.610001,0.43315590549505845
2925405,32.558612,-100.976111,0.41799750789040585
2927301,32.605278,-100.640834,0.5694403804593411
2927303,32.607223,-100.631667,0.5984557747200923
2935811,32.389445,-100.683611,0.5607866377134457
2936109,32.49,-100.5883333,0.6088078187193738
2936504,32.443889,-100.545,0.5412656197907272
2936529,32.443056,-100.545834,0.5412656197907272
2943606,32.295278,-100.633055,0.6183609449578577
4408604,31.934167,-101.031944,0.33195953115929333
4436809,31.396111,-101.545556,0.34693586502006324
4460803,31.041667,-101.560556,0.23894962870825068
4461705,31.018055,-101.459445,0.3099047094872218
4535315,31.488056,-102.649445,0.6809868254563546
4536301,31.493334,-102.532778,0.43318307083838337
4554501,31.2023556,-102.3198972,0.7474523213410456
4604503,31.949445,-103.583611,0.3346027556254577
4605404,31.946945,-103.478611,0.4014276002310989
4608417,31.951945,-103.113056,0.7438871607539104
4612502,31.801945,-103.545,0.5019344995096064
4612802,31.7688889,-103.5766667,0.26978963829201796
4612902,31.765556,-103.505278,0.3889936801864638
4613403,31.823611,-103.481111,0.32904758211786295
4613601,31.802778,-103.401945,0.39119834171020107
4613901,31.785,-103.4097222,0.390811389521626
4616101,31.8472417,-103.1025,0.38837354999608215
4616114,31.866112,-103.097222,0.5014820904793345
4616128,31.847778,-103.093056,0.5009730448058386
4616201,31.8558722,-103.0798583,0.5025519180665411
4623701,31.659075,-103.2378944,0.3885051677134744
4629302,31.623333,-103.402223,0.685946811791142
4630101,31.585834,-103.352501,0.32615500282194043
4630801,31.502778,-103.295,0.26011333884931787
4631702,31.5025833,-103.2333333,0.26341739139223075
4638102,31.471389,-103.339722,0.6853928121894239
4638204,31.477778,-103.324167,0.2573352356414378
4639104,31.498889,-103.224167,0.26389524368364287
4646201,31.353889,-103.331944,0.3637293359619056
4646204,31.357223,-103.328611,0.3644177136400147
4646208,31.345834,-103.299445,0.3668037260862376
4646210,31.345834,-103.299167,0.3668037260862376
4646218,31.3372222,-103.2991667,0.36686024883809765
4646301,31.339445,-103.286389,0.36830435224764413
4646502,31.305834,-103.317222,0.5736755655319645
4646601,31.332222,-103.290278,0.3675693242917493
4646602,31.325,-103.275555,0.36901004072917015
4654303,31.237222,-103.271667,0.5789056642140954
4654304,31.239167,-103.284722,0.5781404747659967
